,asin,title,description,brand,date,price
183,B001A08PW4, OFM Talisto Series Executive Chair - High Back Fabric and Mesh Office Chair (590-F),"[""Enjoy maximum comfort along with the support needed to get through the day with the OFM Talisto Series High-Back Fabric / Mesh Executive Office Chair with Headrest. The sophisticated high-back design and mesh headrest create a chair ideal for any conference room or office. It features a fully upholstered seat, breathable mesh back, adjustable lumbar support and waterfall seat design for all-day comfort. Adjustable arms allow for a fully customizable ergonomic seat. With the stable 5-star wheeled base it's easy to move - and you can even choose glides or hard-floor casters to roll across any surface while preserving your flooring finish (sold separately). This chair offers easy adjustments for precise positioning - adjust the seat height with the touch of a lever, increase or reduce tilt tension, or lock out the tilt function. Weight capacity is 250 pounds. This model meets or exceeds industry standards for safety and durability, and is backed by OFM's Limited Lifetime Warranty.""]",OFM,"June 26, 2006",$55.99
184,B001A0EISO,"OFM 24/7 Vinyl Chair, Charcoal","['This OFM 24-hour multi-shift chair provides comfortable, ergonomic support 24 hours a day, seven days a week. It\'s designed to withstand constant use, making it a perfect choice for health care, law enforcement, dispatch and more. The multiple ergonomic adjustments allow incredible custom configurations and precise positioning for comfort hour after hour. Multiple back adjustments including depth, tilt and tension, and height maximize comfort for any body type; a gas lift seat height adjustment, smooth seat tilting action and one-touch sliding seat depth adjustment provide additional customization. The arms are adjustable in both height and width for maximum upper body support. The comfortable padded back and thick 3"" seat are upholstered in anti-microbial, anti-bacterial vinyl that\'s easy to keep clean even in heavy use environments. The chair is supported by a steel 5-star wheeled base for stable mobility. This model meets or exceeds industry standards for safety and durability, and is backed by OFM\'s Limited Lifetime Warranty.']",OFM,,$55.99
185,B001A6C6KK,NFL Baltimore Ravens Leather Office Chair,['NFL Baltimore Ravens Leather Office Chair'],Wild Sales,,
186,B001A6HS08,NFL Green Bay Packers Leather Office Chair,['NFL Green Bay Packers Leather Office Chair'],Wild Sales,,
187,B001A6HSBC,NFL Tampa Bay Buccaneers Leather Office Chair,['NFL Tampa Bay Buccaneers Leather Office Chair'],Wild Sales,,
188,B001A6LHKK,NFL Jacksonville Jaguars Leather Office Chair,['NFL Jacksonville Jaguars Leather Office Chair'],Wild Sports,,
189,B001A6LHQ4,NFL San Francisco 49ers Leather Office Chair,['NFL San Francisco 49ers Leather Office Chair'],Wild Sports,,
190,B001A6NECO,NFL Chicago Bears Leather Office Chair,['NFL Chicago Bears Leather Office Chair'],Wild Sports,,
191,B001A6NEFQ,MLB Houston Texans Leather Office Chair,['Officially Licensed Leather Office Chair is a must have if you are a sports fan!'],Wild Sales,,
192,B001A6NEGA,NFL Indianapolis Colts Leather Office Chair,['NFL Indianapolis Colts Leather Office Chair'],Wild Sales,,
193,B001A6NEI8,NFL New Orleans Saints Leather Office Chair,['NFL New Orleans Saints Leather Office Chair'],Wild Sales,,
194,B001A6NEJC,NFL Pittsburgh Steelers Leather Office Chair,['NFL Pittsburgh Steelers Leather Office Chair'],Wild Sales,,
195,B001A6OMQG,NFL Cincinnati Bengals Leather Office Chair,['NFL Cincinnati Bengals Leather Office Chair'],Wild Sales,,
196,B001A6OMWU,NFL Oakland Raiders Leather Office Chair,['NFL Oakland Raiders Leather Office Chair'],Wild Sales,,
197,B001AJQKO0," HON The COMPANY Lab/Task Stool, Pneumatic, 26-1/2 by 26-1/2 by 46-Inch, Navy","['Lab/task stool features a polymer shell and an adjustable-height foot ring for comfortable seating in labs, schools or other work areas with high countertops. Stool has 7/16"" solid steel, rod frame, but no arms. Functions include pneumatic seat-height adjustment and 360-degree swivel. Five-star base includes black-hooded 2"" dual-wheel casters. Foot ring adjusts from 7-1/8"" high to 12-3/4"" high. Seat adjusts from 20-3/8"" high to 30-1/2"" high. Stool is certified by SCS to be in compliance with specific indoor air quality emission requirements and meets or exceeds applicable ANSI/BIFMA standards.']",HON,"April 18, 2006",
198,B001ATQWYS,NFL Washington Redskins Leather Office Chair,['NFL Washington Redskins Leather Office Chair'],Wild Sales,,
199,B001B0H63W,"HON Medical Stool - Vinyl Backless Exam Stool, Black (HMTS01)",['Medical Stools from HON are well-suited for the needs of healthcare and research facilities. This backless exam stool has space-saving circular cushions that are covered in Black healthcare vinyl that meets AATCC Test method 147-2004. This unit is height and depth adjustable. The Polished Aluminum base blends with any interior scheme'],HON,"April 18, 2008",$28.40
200,B001B82396,"9to5 Seating Strata Executive Chair, High-Back, Mesh Surface, Syncro Tilt, 1580Y2A8",['Stratas ergonomic design and sleek look make it a great choice for all managerial and executive applications. High quality woven tension mesh molds to every users back for better lumbar support. Air grid mesh covered seat with molded viscoelastic foam. Strata features adjustable lumbar support with both depth and height adjustment. Synchro tilt control features a 2:1 back to seat tilt ratio. Control features five position multi-lock with built in safety lock return. Also provides reduced rise of front seat edge when reclining. Cast aluminum base with powder coat finish. Waterfall seat front promotes great circulation and good health. Lifetime warranty on all structural and mechanical components. Mesh and foam is warranted against wear and tear deterioration for three years.'],9to5 Seating,"June 18, 2008",
201,B001BBI2RK,"Techni Mobili Deluxe Task Chair, Brown, 27&quot; W x 20&quot; D x 38&quot; H","['Techni Mobili Deluxe Task Chair wth adjustable arms and TechniFlex Upholstery. TechniFLex upholstery that looks and feels like soft leather. Back tension control with tilt control mechanism, penumatic height adjustment from 18"" to 22"". Heavy duty metal steel base with double wheel casters. Arms are adjustable to desired height. Ready and easy to assemble.']",Techni Mobili,"June 19, 2008",
202,B001BBNS6K,"Techni Mobili Deluxe Task Chair, Black, 27&quot; W x 20&quot; D x 38&quot; H","['Techni Mobili Deluxe Task Chair wth adjustable arms and TechniFlex Upholstery. TechniFLex upholstery that looks and feels like soft leather. Back tension control with tilt control mechanism, penumatic height adjustment from 18"" to 22"". Heavy duty metal steel base with double wheel casters. Arms are adjustable to desired height. Ready and easy to assemble.']",Techni Mobili,"June 19, 2008",
203,B001BBNTC8,"Techni Mobili Task Fabric Chair, Black, 16-1/2-Inch W by 16-Inch D by 38-Inch H",['Simple and economical fabric task chair with one touch height adjustment. Seat adjustment with penumatic gas lift handle Five star plastic base with double wheel nylon casters. Easy and ready to assemble.'],Techni Mobili,"September 5, 2009",
204,B001BS2WP6,OBUSForme High-Back Pneumatic Office Chair Fabric: Asphalt,"[""4430G3BK-SL20 Fabric: Asphalt Features: -Contoured seat and back with twin density molded foam.-Pneumatic seat height and seat depth adjustments.-Forward and rearward seat tilt with infinite lock.-Ratchet-style back height and free-floating back adjustments.-Tilt tension control.-Adjustable lumbar pad / headrest.-Adjustable height ''T'' arms with teardrop shaped urethane armcaps.-Twin density molded foam.-Waterfall seat provides a healthy blood flow.-Back angle adjustment reduces disc pressure and relaxes back muscles.-Seat depth adjustment keeps back against backrest and avoids pressure behind knees.-Seat height adjustment avoids pressure under users thighs.-Chair tilt lock locks to your posture preference.-Center-Tilt tilts from a pivot point under the center of the seat.-Height and width adjustable arms with urethane armpads.-5-Legged spider base with dual-wheel carpet casters. Includes: -Includes headrest. Assembly Instructions: -Some assembly required. Dimensions: -Standard 2'' dual wheel carpet casters.-Seat dimensions: 21.5'' H x 19.5'' W x 17'' D.-Back dimensions: 31'' H x 18.75'' W.-Overall dimensions: 53.5'' H x 23.5'' W x 23'' D. Warranty: -Limited lifetime warranty.""]",Global Furniture USA,"June 27, 2008",
205,B001BWY9VM,Flash Furniture High Back Black Leather and Mesh Swivel Task Chair with Arms,"['For a contemporary and stylish mesh computer chair for your home or office, this comfortably designed chair is perfect. Mesh office chairs can keep you more productive throughout your work day with its comfort and ventilated design. The breathable mesh material allows air to circulate to keep you cool while sitting. The high back design relieves tension in the lower back, preventing long term strain. The waterfall front seat edge removes pressure from the lower legs and improves circulation. Chair easily swivels 360 degrees to get the maximum use of your workspace without strain. The pneumatic adjustment lever will allow you to easily adjust the seat to your desired height. The chrome base adds a stylish look to compliment a contemporary office space.']",Flash Furniture,"February 13, 2007",$14.19
